INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
2200,7833,1,44,1,11,75161.42799,Yes,241237.199,z_No,z_F,PhD,Doctor,47.96244958,Private,11220,1,z_SUV,no,6367,4,No,5,19,Highly Urban/ Urban
2201,3682,0,37,0,11,5590.070493,No,90638.57253,Yes,M,<High School,Clerical,27.28728836,Commercial,24770,4,Panel Truck,yes,0,0,No,0,1,Highly Urban/ Urban
2205,3350,0,28,2,11,12891.46733,No,86838.603,Yes,z_F,<High School,Home Maker,9.753831959,Commercial,26350,1,Pickup,no,3683,2,No,4,5,Highly Urban/ Urban
2207,1683,0,38,2,14,21570.88073,No,109536.0602,Yes,M,<High School,Clerical,23.97845862,Private,21990,1,Van,yes,0,0,No,3,1,Highly Urban/ Urban
2208,6424,0,54,0,14,60114.95932,No,188845.8544,Yes,M,z_High School,z_Blue Collar,26.52751912,Commercial,8130,2,Pickup,yes,0,0,No,0,7,Highly Urban/ Urban
2209,5555,0,30,2,0,0,No,91899.75182,Yes,z_F,z_High School,Student,60.29937325,Commercial,4500,1,z_SUV,no,0,0,Yes,3,8,Highly Urban/ Urban
2210,35576.72251,0,32,1,13,22243.35764,Yes,0,z_No,z_F,Bachelors,Home Maker,5,Commercial,19470,13,Pickup,no,0,0,No,0,10,Highly Urban/ Urban
2211,3549,0,48,0,8,36953.88964,No,0,z_No,M,z_High School,z_Blue Collar,36.80471832,Commercial,10000,1,Pickup,yes,3654,2,No,3,1,Highly Urban/ Urban
2212,8584,0,49,0,0,0,No,0,z_No,M,z_High School,Student,24.19690684,Commercial,6200,4,Pickup,yes,7304,3,No,2,1,z_Highly Rural/ Rural
2213,346.5032467,0,31,1,7,27439.42711,No,NA,Yes,z_F,z_High School,z_Blue Collar,25.79840733,Private,4500,6,z_SUV,no,3923,2,No,0,1,Highly Urban/ Urban
2214,9249.076611,0,38,0,9,62290.44519,No,223013.3163,z_No,z_F,Bachelors,z_Blue Collar,21.64534465,Commercial,11530,11,Sports Car,no,7003,1,No,2,9,Highly Urban/ Urban
2215,5779,0,33,3,NA,3068.323335,No,92992.32107,Yes,z_F,z_High School,Home Maker,34.83451245,Private,5110,6,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
2216,4395,0,46,0,8,177561.7884,No,0,z_No,M,PhD,Manager,53.28805927,Commercial,22110,6,Pickup,no,6935,1,No,3,19,Highly Urban/ Urban
2217,4043,0,48,1,12,80015.99645,Yes,0,z_No,z_F,Bachelors,Manager,36.02940657,Commercial,33550,4,Van,no,0,0,No,0,7,Highly Urban/ Urban
2220,8696,0,46,0,8,23655.36712,No,190549.7123,Yes,M,<High School,z_Blue Collar,39.88687625,Commercial,9340,11,Pickup,yes,43381,1,Yes,4,7,Highly Urban/ Urban
2222,5648,0,27,2,13,67167.9501,Yes,0,z_No,z_F,Bachelors,Professional,36.04613736,Private,15570,6,Minivan,no,0,0,Yes,0,9,Highly Urban/ Urban
2223,3720,0,46,0,13,66522.49848,No,0,z_No,z_F,z_High School,z_Blue Collar,36.14652504,Commercial,19860,3,z_SUV,no,28642,3,Yes,0,11,Highly Urban/ Urban
2224,1282,0,32,3,10,22901.2768,No,87838.51114,Yes,M,z_High School,Clerical,48.58499292,Private,13200,6,Minivan,no,0,0,Yes,1,6,Highly Urban/ Urban
2225,223.6120015,0,33,2,9,31675.21527,No,159621.4931,Yes,z_F,z_High School,z_Blue Collar,24.88144083,Commercial,4800,4,z_SUV,no,0,0,Yes,0,NA,Highly Urban/ Urban
2227,1664,0,43,0,10,36115.27036,No,176491.3408,Yes,M,z_High School,z_Blue Collar,45.81528856,Commercial,11410,1,Pickup,yes,0,0,No,3,NA,Highly Urban/ Urban
2229,2075,1,37,2,16,122597.5543,No,307050.8329,Yes,z_F,PhD,Home Maker,48.05580478,Private,28800,6,Pickup,no,6407,1,No,4,12,Highly Urban/ Urban
2230,1132.633905,0,48,0,12,49551.05357,No,218903.5592,Yes,z_F,Bachelors,Professional,24.11958336,Private,6300,1,z_SUV,no,6130,1,No,2,NA,Highly Urban/ Urban
2231,4220,0,33,2,0,0,No,0,Yes,M,Bachelors,Student,45.1229908,Commercial,21380,11,Van,yes,3676,1,No,7,7,Highly Urban/ Urban
2233,2573,0,30,4,12,58247.99522,Yes,0,z_No,M,PhD,,25.05141557,Private,14380,1,Minivan,no,0,0,No,2,NA,Highly Urban/ Urban
2234,5391,2,67,3,17,30181.72669,No,143293.2607,Yes,z_F,z_High School,Manager,24.64140018,Private,20610,4,Sports Car,no,0,0,No,2,8,Highly Urban/ Urban
2235,8116,0,44,0,9,40068.92099,No,0,z_No,M,Bachelors,Student,27.91700536,Commercial,12070,10,Minivan,yes,1529,3,No,7,NA,Highly Urban/ Urban
2237,9235,0,26,1,10,46604.18423,Yes,164657.1,z_No,M,z_High School,z_Blue Collar,55.07023675,Commercial,8760,4,Minivan,yes,6188,1,No,9,1,Highly Urban/ Urban
2238,4036,0,39,2,0,0,No,105472.0936,Yes,z_F,<High School,Home Maker,10.32345165,Private,5400,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
2239,4541,0,42,0,11,105796.0609,No,290251.0585,Yes,z_F,Masters,Lawyer,21.03910434,Private,26880,4,Sports Car,no,20061,3,Yes,0,12,Highly Urban/ Urban
2240,1882,0,32,3,NA,70297.97812,No,NA,Yes,z_F,z_High School,z_Blue Collar,45.64386252,Commercial,11730,1,z_SUV,no,5715,2,No,5,6,Highly Urban/ Urban
2242,3049.695074,0,46,0,10,21237.9468,No,0,z_No,M,<High School,Clerical,38.84722592,Private,14410,1,Minivan,yes,9513,1,No,3,7,Highly Urban/ Urban
2243,3278.407409,0,48,0,10,34605.72395,No,163682.1054,Yes,M,<High School,z_Blue Collar,58.92449743,Private,3920,1,Minivan,yes,0,0,No,1,1,Highly Urban/ Urban
2244,6049,0,24,0,9,21455.21037,No,0,z_No,M,Bachelors,Professional,7.655161797,Private,6050,18,Pickup,yes,2661,3,No,6,5,Highly Urban/ Urban
2246,2200,0,55,0,11,39974.6648,No,190228.028,Yes,z_F,<High School,Clerical,56.72063957,Private,11860,6,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
2247,8139,0,25,4,0,0,No,0,Yes,z_F,<High School,Student,52.32333835,Private,17650,11,Sports Car,no,0,0,No,3,1,Highly Urban/ Urban
2248,1467,0,63,0,15,42208.88494,No,0,z_No,M,z_High School,z_Blue Collar,21.97235857,Commercial,16850,1,Minivan,no,7199,3,No,1,9,Highly Urban/ Urban
2249,2517,3,45,3,14,3531.784884,No,71733.70079,Yes,z_F,z_High School,Home Maker,35.17273159,Private,6350,1,z_SUV,no,11564,2,No,2,6,Highly Urban/ Urban
2250,6499,0,49,0,12,50295.44263,No,234323.972,z_No,M,Bachelors,z_Blue Collar,37.84450042,Commercial,10390,13,Pickup,yes,2319,2,No,1,13,Highly Urban/ Urban
2252,8220.270121,0,36,2,12,53168.73816,Yes,0,z_No,z_F,<High School,Clerical,43.9510218,Private,9610,6,z_SUV,no,3698,2,No,5,1,z_Highly Rural/ Rural
2253,2528,0,32,1,10,6929.739682,No,0,Yes,M,z_High School,Student,42.33951685,Commercial,23660,4,Panel Truck,yes,4415,1,No,1,8,Highly Urban/ Urban
2254,1483,0,37,0,10,86753.81271,No,0,z_No,z_F,PhD,Lawyer,21.10334153,Private,13880,1,Sports Car,no,31966,3,Yes,2,13,Highly Urban/ Urban
2257,5429,0,48,0,11,11515.45877,No,0,Yes,M,z_High School,Student,20.49374534,Private,10230,4,Minivan,no,0,0,No,2,1,Highly Urban/ Urban
2258,5424,1,45,1,14,26155.767,No,179165.0459,Yes,z_F,Bachelors,Professional,48.07818407,Private,14460,1,z_SUV,no,28959,1,Yes,0,10,Highly Urban/ Urban
2260,2927.17268,0,55,0,2,38370.78809,No,NA,Yes,z_F,z_High School,z_Blue Collar,44.16512915,Commercial,12820,1,z_SUV,no,0,0,No,6,9,Highly Urban/ Urban
2261,4592,0,41,0,12,14128.84298,No,NA,Yes,M,<High School,Clerical,53.74483254,Private,15210,13,Minivan,yes,34575,2,Yes,7,6,Highly Urban/ Urban
2262,38223.48384,1,56,1,15,88857.68537,No,249330.9657,Yes,z_F,PhD,Lawyer,20.35647913,Private,5670,4,z_SUV,no,4906,2,No,2,19,Highly Urban/ Urban
2265,5296,0,56,0,16,38338.21133,No,NA,Yes,M,<High School,z_Blue Collar,26.00694826,Private,2160,6,Minivan,no,0,0,Yes,3,6,Highly Urban/ Urban
2266,1906,0,38,0,12,NA,No,99549.42657,Yes,z_F,z_High School,Home Maker,12.41416784,Private,5720,4,Sports Car,no,15635,2,Yes,0,6,Highly Urban/ Urban
2268,5358,0,50,1,15,39861.35245,No,216739.168,Yes,z_F,Bachelors,Clerical,21.78510535,Private,10490,6,z_SUV,no,0,0,No,0,8,Highly Urban/ Urban
2269,761.569778,2,45,2,13,109360.5101,No,306851.8427,Yes,z_F,Bachelors,Manager,9.450447477,Private,1500,1,z_SUV,no,0,0,No,0,16,Highly Urban/ Urban
2270,15731.30048,0,51,0,11,NA,No,210209.4642,z_No,M,z_High School,z_Blue Collar,30.57027632,Commercial,10670,1,Pickup,yes,0,0,No,0,10,Highly Urban/ Urban
2271,3351,0,33,0,7,66603.80063,No,0,z_No,z_F,Masters,Lawyer,28.89113463,Private,11460,1,z_SUV,no,1552,2,No,3,10,Highly Urban/ Urban
2272,5354,0,27,2,11,64412.08254,Yes,0,z_No,z_F,z_High School,z_Blue Collar,28.58922201,Commercial,4200,6,Sports Car,no,10679,2,No,6,6,Highly Urban/ Urban
2274,5179,0,37,0,12,62010.33407,No,0,z_No,M,Bachelors,Professional,33.08449927,Commercial,7700,1,Pickup,yes,0,0,No,2,10,Highly Urban/ Urban
2275,2985,0,52,0,15,99963.29849,No,291132.739,Yes,z_F,z_High School,Clerical,33.21908179,Commercial,29850,7,Pickup,no,6600,3,No,3,1,Highly Urban/ Urban
2276,18139.39344,0,48,0,11,65239.72263,No,189119.9965,z_No,z_F,z_High School,z_Blue Collar,5,Commercial,12040,7,Sports Car,no,5396,1,No,3,1,Highly Urban/ Urban
2278,4066,0,31,0,7,6248.529624,No,0,z_No,M,z_High School,Student,9.124538366,Commercial,10110,1,Pickup,yes,2511,2,No,2,1,Highly Urban/ Urban
2279,29227.38692,0,40,2,NA,72639.638,Yes,0,z_No,z_F,Masters,Lawyer,16.77036524,Private,14330,1,z_SUV,no,0,0,No,0,14,Highly Urban/ Urban
2280,15720.5699,1,40,3,NA,137393.5304,Yes,0,z_No,z_F,Masters,Lawyer,6.112389449,Private,21690,6,Minivan,no,30553,3,No,1,18,Highly Urban/ Urban
2281,2611,2,36,3,8,34502.96861,No,189550.714,Yes,M,z_High School,z_Blue Collar,16.48843503,Commercial,23790,11,Minivan,yes,39271,2,Yes,0,1,Highly Urban/ Urban
2282,2277,0,42,0,8,24076.41168,No,0,z_No,M,<High School,Clerical,43.00951934,Private,8110,1,Pickup,yes,32580,2,Yes,5,6,Highly Urban/ Urban
2283,2380,0,47,0,0,0,No,0,Yes,M,Bachelors,Student,29.94850523,Commercial,6200,1,Pickup,no,0,0,No,2,9,Highly Urban/ Urban
2284,7571,0,43,0,12,46671.2925,No,183054.799,z_No,M,<High School,z_Blue Collar,63.43176014,Private,9400,13,Pickup,yes,0,0,No,3,5,Highly Urban/ Urban
2285,15846.19306,0,43,0,11,NA,No,178765.823,Yes,z_F,z_High School,Professional,50.70969166,Private,6530,1,Sports Car,no,8487,2,No,3,1,Highly Urban/ Urban
2286,3773.501575,2,39,2,12,72694.52602,No,NA,Yes,z_F,Masters,Manager,53.4653918,Private,5400,1,z_SUV,no,5346,2,No,2,20,Highly Urban/ Urban
2288,5273,1,43,3,15,39563.54946,No,205644.8311,Yes,M,z_High School,z_Blue Collar,29.55307904,Commercial,33110,1,Panel Truck,yes,610,4,No,0,4,Highly Urban/ Urban
2290,7893.161405,0,42,0,12,44613.77678,No,210753.4658,Yes,z_F,z_High School,Professional,64.02026589,Private,11780,1,z_SUV,no,0,0,Yes,6,11,Highly Urban/ Urban
2292,34639.8467,0,57,0,11,113402.68,No,320542.0889,z_No,M,PhD,Manager,51.84171685,Commercial,24370,6,Panel Truck,no,10457,2,No,0,11,Highly Urban/ Urban
2293,1807,0,29,1,12,24464.1853,No,123023.9723,Yes,M,z_High School,Clerical,16.70969905,Commercial,6850,7,Pickup,yes,40703,2,Yes,4,7,Highly Urban/ Urban
2294,8363,0,48,0,11,151979.3336,No,395159.8495,z_No,z_F,PhD,,24.66248839,Commercial,38290,3,Panel Truck,no,14968,1,Yes,1,18,Highly Urban/ Urban
2295,3033,0,24,1,10,55491.54506,Yes,0,z_No,z_F,z_High School,z_Blue Collar,15.8455528,Commercial,22330,1,Pickup,yes,0,0,No,3,1,Highly Urban/ Urban
2297,9543,0,55,0,12,62923.70783,No,237604.0227,z_No,M,Bachelors,Professional,39.43607854,Commercial,9310,1,Pickup,yes,0,0,No,0,14,Highly Urban/ Urban
2298,1537.766981,0,53,0,13,64993.31774,No,241636.3165,Yes,M,<High School,Clerical,44.55627284,Private,13540,4,Minivan,no,10345,2,No,4,1,Highly Urban/ Urban
2300,5153,0,44,3,16,48524.53095,No,188588.2494,Yes,z_F,<High School,z_Blue Collar,42.27467072,Private,10750,1,z_SUV,no,6733,1,No,4,8,Highly Urban/ Urban
2301,3177,0,48,0,8,NA,No,0,z_No,z_F,Bachelors,Home Maker,24.98516464,Private,17220,1,z_SUV,no,5765,2,No,0,12,Highly Urban/ Urban
2302,4622,0,40,0,0,0,No,0,z_No,z_F,z_High School,Student,39.57147523,Commercial,5500,17,z_SUV,no,0,0,Yes,5,13,Highly Urban/ Urban
2303,5247,0,39,0,9,42141.17197,No,181281.2498,z_No,z_F,z_High School,z_Blue Collar,5,Commercial,20080,4,Pickup,no,0,0,No,2,4,Highly Urban/ Urban
2304,4934,0,25,1,10,35714.24924,Yes,0,z_No,M,<High School,Clerical,28.16843653,Private,18850,7,Van,no,0,0,No,1,1,Highly Urban/ Urban
2305,4102,3,38,3,17,3150.978456,No,107533.9267,Yes,M,z_High School,Student,38.95666178,Commercial,5620,1,Pickup,no,0,0,Yes,0,1,Highly Urban/ Urban
2307,15871.25278,0,38,3,14,40541.52307,Yes,0,z_No,z_F,z_High School,Clerical,25.78787223,Private,6210,4,Sports Car,no,24066,1,Yes,0,8,Highly Urban/ Urban
2308,2251,0,48,0,11,73805.9315,No,216274.3922,z_No,z_F,z_High School,z_Blue Collar,15.8460252,Commercial,8850,3,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
2309,4306,0,49,0,0,0,No,NA,z_No,z_F,Bachelors,Home Maker,27.85207181,Private,28620,1,Minivan,no,0,0,No,1,12,Highly Urban/ Urban
2310,3974,0,43,0,15,NA,No,229294.0446,Yes,z_F,z_High School,z_Blue Collar,17.89617661,Commercial,14770,1,z_SUV,no,7456,2,No,4,1,Highly Urban/ Urban
2311,5161,0,54,0,10,41345.32774,No,140075.2063,Yes,M,z_High School,z_Blue Collar,34.5211898,Commercial,15870,1,Minivan,no,8877,1,No,6,1,Highly Urban/ Urban
2312,3374,0,48,0,11,34448.64804,No,164589.6029,Yes,M,<High School,z_Blue Collar,47.40538673,Private,1500,1,Minivan,yes,0,0,No,3,1,Highly Urban/ Urban
2313,2581,0,42,0,11,50613.27196,No,0,z_No,z_F,z_High School,Clerical,45.02483297,Private,18170,4,Minivan,no,6784,2,No,4,1,Highly Urban/ Urban
2315,4824,0,51,0,9,44977.09253,No,NA,Yes,M,z_High School,z_Blue Collar,40.96600689,Commercial,6000,10,Pickup,yes,8060,2,No,6,1,Highly Urban/ Urban
2316,1098,0,59,2,0,NA,No,119472.9469,Yes,M,Bachelors,Student,44.52152937,Commercial,7400,3,Pickup,yes,3903,4,No,3,11,Highly Urban/ Urban
2319,4940,0,36,0,8,51357.78155,No,178375.1091,Yes,z_F,Bachelors,Professional,25.0843324,Private,1500,7,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
2320,1840,0,52,0,0,0,No,0,Yes,z_F,z_High School,Student,61.85243785,Commercial,19240,17,Minivan,no,6902,2,Yes,3,9,Highly Urban/ Urban
2322,5632,0,31,2,7,41196.48179,No,180045.2423,Yes,z_F,z_High School,z_Blue Collar,38.80705794,Commercial,26220,4,Minivan,no,9960,2,No,4,1,Highly Urban/ Urban
2323,2635,0,54,0,NA,73829.99449,No,262020.1062,Yes,z_F,Masters,Professional,43.47527161,Private,16710,10,Minivan,no,4086,4,No,0,16,Highly Urban/ Urban
2325,1459,0,61,0,11,53354.28222,No,0,z_No,z_F,<High School,z_Blue Collar,41.28777093,Private,1500,7,Sports Car,no,0,0,No,0,NA,Highly Urban/ Urban
2326,4460,0,60,0,16,3103.24597,No,114401.5724,Yes,z_F,z_High School,Home Maker,33.76145483,Private,14560,1,z_SUV,no,25947,1,Yes,3,9,Highly Urban/ Urban
2327,3851,0,26,1,15,157649.3604,No,362483.8982,Yes,M,Masters,,35.04867142,Private,4100,7,Minivan,yes,4364,5,No,3,17,Highly Urban/ Urban
2328,2344,0,52,0,0,0,No,131093.3331,Yes,z_F,<High School,Home Maker,22.29312387,Private,1500,1,z_SUV,no,6997,3,No,0,5,Highly Urban/ Urban
2329,6203,0,50,0,0,0,No,0,Yes,z_F,<High School,Student,26.6535025,Private,1500,1,Sports Car,no,10709,3,No,6,7,Highly Urban/ Urban
2330,3311,0,25,4,0,0,No,86544.50061,Yes,z_F,<High School,Home Maker,16.78737101,Private,17350,6,z_SUV,no,1430,2,No,7,5,Highly Urban/ Urban
2331,2724,0,47,0,9,54841.32605,No,209723.0176,Yes,z_F,z_High School,z_Blue Collar,39.63678052,Commercial,17650,3,z_SUV,no,0,0,No,3,1,Highly Urban/ Urban
2332,1107,0,46,0,7,39393.34926,No,176822.6825,z_No,M,Bachelors,z_Blue Collar,8.008233523,Commercial,10040,11,Pickup,yes,0,0,Yes,0,7,Highly Urban/ Urban
2333,3868,0,32,3,8,NA,No,108287.4,Yes,M,z_High School,z_Blue Collar,5,Commercial,8450,6,Pickup,no,0,0,No,1,1,Highly Urban/ Urban
2334,4165,0,37,0,9,45463.69706,No,0,z_No,z_F,Masters,Lawyer,35.42709652,Private,11920,14,z_SUV,no,3964,1,No,4,15,Highly Urban/ Urban
2335,1373,0,50,0,0,0,No,55078.11352,Yes,z_F,PhD,Home Maker,27.24249138,Private,2590,1,Sports Car,no,5559,1,No,1,9,Highly Urban/ Urban
2336,6528,0,58,0,15,43392.96302,No,157054.1363,Yes,z_F,z_High School,z_Blue Collar,45.13031214,Commercial,28690,10,Pickup,no,11068,3,No,0,NA,Highly Urban/ Urban
2337,4117,1,57,2,16,193618.3364,No,474628.2536,Yes,z_F,PhD,Doctor,53.29659839,Private,41440,1,Pickup,no,1277,3,No,3,13,Highly Urban/ Urban
2338,2582,1,46,0,11,34207.78443,No,160958.8306,Yes,M,z_High School,Clerical,35.28606829,Commercial,9090,3,z_SUV,no,6583,2,No,2,1,z_Highly Rural/ Rural
2339,3853,0,30,1,10,39709.56655,No,173758.8541,Yes,M,z_High School,z_Blue Collar,32.32600834,Commercial,21920,4,Van,no,0,0,No,0,10,Highly Urban/ Urban
2341,3538.971129,0,48,0,10,44770.16845,No,162374.2707,z_No,M,Masters,Lawyer,65.52212885,Private,5980,1,Pickup,yes,0,0,No,4,14,Highly Urban/ Urban
2342,1469,0,47,0,12,48696.05471,No,212013.6688,z_No,z_F,Bachelors,Professional,46.20342838,Private,15390,4,Pickup,no,33521,3,Yes,1,-3,Highly Urban/ Urban
2344,3979,0,28,3,13,43910.42715,No,179794.321,Yes,M,<High School,Clerical,35.29087256,Commercial,27240,1,Panel Truck,no,3460,2,No,0,7,Highly Urban/ Urban
2345,3444,0,27,2,8,16570.90865,Yes,0,z_No,z_F,<High School,Clerical,5,Private,13890,4,Sports Car,no,6465,3,No,1,NA,Highly Urban/ Urban
2346,5521,0,49,0,7,67257.86085,No,222040.4441,z_No,M,Masters,Lawyer,28.28930171,Private,21760,6,Van,no,0,0,No,1,10,Highly Urban/ Urban
2347,5159,0,37,2,12,16828.55956,No,150388.0171,Yes,M,<High School,Clerical,30.19011964,Commercial,23830,3,Panel Truck,no,0,0,Yes,0,1,Highly Urban/ Urban
2348,726,1,37,2,12,76.79928492,No,77025.47376,Yes,z_F,<High School,Student,24.24318077,Private,8620,1,z_SUV,no,5289,2,No,5,1,Highly Urban/ Urban
2350,64181.71033,0,58,0,14,56857.82607,No,201989.1547,z_No,M,Bachelors,z_Blue Collar,17.43930866,Commercial,17480,4,Van,no,0,0,No,1,1,z_Highly Rural/ Rural
2351,6293,2,44,3,13,18154.41347,No,108984.2888,Yes,M,<High School,z_Blue Collar,76.65285306,Private,8330,6,Pickup,yes,3401,2,No,2,1,Highly Urban/ Urban
2354,1168,0,44,0,9,79663.84603,No,0,z_No,z_F,Bachelors,Professional,25.25563089,Private,6220,4,Sports Car,no,0,0,No,1,1,Highly Urban/ Urban
2355,3981,0,35,0,8,61486.23838,No,190315.9657,z_No,z_F,Masters,Lawyer,14.24683693,Private,5000,6,z_SUV,no,0,0,No,3,NA,Highly Urban/ Urban
2356,1921.125037,0,41,2,13,67216.08814,No,NA,Yes,z_F,Bachelors,z_Blue Collar,38.66628063,Commercial,27240,4,Sports Car,no,7776,2,No,8,NA,Highly Urban/ Urban
2357,1261,0,58,0,11,101447.9691,No,329765.2437,Yes,M,Bachelors,Professional,32.40777252,Private,17440,1,Van,no,0,0,No,0,12,Highly Urban/ Urban
2358,2977,0,50,0,14,31436.01425,No,0,z_No,z_F,z_High School,Clerical,32.51472498,Private,4680,4,z_SUV,no,6909,4,No,3,1,z_Highly Rural/ Rural
2359,4185,0,40,0,11,43386.27146,No,132247.9464,z_No,z_F,Bachelors,Manager,20.40053853,Private,21880,10,z_SUV,no,702,3,No,1,7,Highly Urban/ Urban
2360,6777,0,43,2,11,NA,Yes,NA,z_No,M,<High School,Clerical,28.54072397,Commercial,7750,10,Pickup,no,2741,2,No,6,1,Highly Urban/ Urban
2361,7345,0,36,2,10,34057.41331,No,204507.5384,Yes,M,<High School,z_Blue Collar,37.85762441,Commercial,6210,4,Pickup,yes,7098,3,No,6,7,z_Highly Rural/ Rural
2362,3041,0,53,2,NA,119272.7476,No,321164.3109,Yes,z_F,PhD,,18.13416819,Commercial,40880,1,Panel Truck,no,0,0,No,1,23,Highly Urban/ Urban
2363,4405.220795,0,35,2,14,4290.136545,No,0,Yes,M,<High School,Student,35.39590717,Commercial,5430,1,Pickup,yes,6570,2,No,6,1,Highly Urban/ Urban
2364,4337,2,44,3,12,2510.614989,Yes,0,z_No,z_F,z_High School,Student,60.1458493,Private,17370,4,Sports Car,no,0,0,Yes,1,7,z_Highly Rural/ Rural
2366,5899,0,47,0,0,0,No,0,z_No,z_F,Masters,Home Maker,17.25441512,Private,6200,1,z_SUV,no,0,0,No,0,17,Highly Urban/ Urban
2367,6639,0,59,0,13,66941.95613,No,303427.0624,Yes,z_F,z_High School,z_Blue Collar,24.17522519,Commercial,8390,1,z_SUV,no,9019,3,No,3,9,Highly Urban/ Urban
2368,4290.215805,2,45,3,14,36912.18187,Yes,0,z_No,z_F,Bachelors,Clerical,60.34034382,Private,9690,9,z_SUV,no,34514,1,Yes,0,12,Highly Urban/ Urban
2369,7552,0,37,3,0,0,No,55921.61846,Yes,M,z_High School,Student,5,Commercial,5580,4,Pickup,yes,12048,3,Yes,11,1,Highly Urban/ Urban
2371,7052,0,38,1,11,1729.468238,Yes,0,z_No,M,z_High School,Student,34.86827631,Commercial,8860,4,Pickup,no,0,0,Yes,0,1,z_Highly Rural/ Rural
2372,18689.09699,0,39,0,9,40716.36499,No,170075.5483,Yes,z_F,z_High School,Professional,64.43811058,Private,10740,1,Sports Car,no,8784,3,No,2,8,Highly Urban/ Urban
2373,42522.90761,0,46,0,14,31275.54004,No,129119.5697,Yes,z_F,Bachelors,z_Blue Collar,46.63622082,Commercial,30070,7,Sports Car,no,5008,1,No,5,9,Highly Urban/ Urban
2374,6752,0,52,0,0,0,No,0,z_No,z_F,z_High School,Student,26.21969062,Commercial,6700,1,z_SUV,no,4549,2,Yes,2,1,Highly Urban/ Urban
2375,3964,0,34,3,8,47688.88624,No,143574.2886,Yes,z_F,z_High School,z_Blue Collar,49.52581694,Commercial,25040,1,Sports Car,no,0,0,No,1,1,Highly Urban/ Urban
2376,5787,0,53,0,NA,67799.34014,No,227786.8711,z_No,M,Bachelors,z_Blue Collar,35.15274421,Commercial,13580,1,Minivan,yes,3668,4,No,0,11,Highly Urban/ Urban
2377,5438,0,40,1,13,114031.9113,Yes,0,z_No,z_F,Masters,Manager,65.12963975,Private,26780,1,Pickup,no,0,0,No,3,2,Highly Urban/ Urban
2379,1691,0,30,0,7,54275.16156,No,121341.1083,Yes,z_F,z_High School,Professional,17.44681806,Private,7220,1,Sports Car,no,0,0,No,5,1,Highly Urban/ Urban
2380,77907.43028,0,32,2,0,0,No,0,Yes,M,<High School,Student,5,Commercial,17700,13,Minivan,no,4211,2,No,0,6,Highly Urban/ Urban
2381,615,2,36,3,8,41424.02876,Yes,0,z_No,M,Bachelors,Manager,22.24470459,Private,15770,1,Minivan,yes,8174,3,No,2,15,Highly Urban/ Urban
2382,2492,2,62,3,12,47590.10363,Yes,179494.3442,z_No,M,<High School,z_Blue Collar,19.31068292,Private,22050,7,z_SUV,no,0,0,No,1,4,Highly Urban/ Urban
2383,2912,0,51,0,12,NA,No,142893.5007,Yes,z_F,z_High School,Clerical,18.15800307,Private,14620,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
2384,4737,0,24,2,12,8458.212386,Yes,0,z_No,z_F,Bachelors,Professional,12.93438843,Private,11120,10,z_SUV,no,16927,3,Yes,0,NA,Highly Urban/ Urban
2385,2907,0,33,2,12,70407.84598,No,190138.6535,Yes,z_F,Bachelors,z_Blue Collar,30.6415595,Commercial,18850,1,z_SUV,no,2665,3,No,3,9,Highly Urban/ Urban
2386,7635,0,50,0,11,98347.27166,No,282016.5821,Yes,M,Masters,,64.13761033,Commercial,19610,4,Van,yes,8924,1,No,0,1,Highly Urban/ Urban
2387,5188,0,53,0,10,123954.4492,No,0,z_No,M,Masters,,17.66887495,Commercial,17850,10,Van,yes,1644,3,No,3,10,Highly Urban/ Urban
2388,4442,0,34,3,14,28902.3363,Yes,0,z_No,z_F,z_High School,Clerical,5.820051418,Private,16020,10,z_SUV,no,5300,1,No,5,1,Highly Urban/ Urban
2389,3492,0,35,0,10,39740.57476,No,0,z_No,M,Bachelors,Clerical,10.39965348,Commercial,5130,7,Pickup,no,4158,1,No,9,11,Highly Urban/ Urban
2391,4055,0,47,0,10,82503.26534,No,0,z_No,z_F,Bachelors,Professional,38.14920649,Private,21800,13,Sports Car,no,6633,4,No,0,15,Highly Urban/ Urban
2392,3654,0,57,0,14,11976.63378,No,130294.7002,Yes,z_F,z_High School,Student,39.28749665,Commercial,16360,9,Pickup,no,0,0,No,2,9,Highly Urban/ Urban
2393,3953,0,50,0,10,80108.26534,No,0,z_No,z_F,Bachelors,Professional,41.65343247,Private,16140,6,Sports Car,no,0,0,Yes,0,13,Highly Urban/ Urban
2394,2413,1,38,3,14,82527.01763,Yes,0,z_No,M,Bachelors,z_Blue Collar,36.02574043,Commercial,22560,4,Panel Truck,no,0,0,Yes,2,10,Highly Urban/ Urban
